"Geographic code","Province / territory, english","Province / territory, french","Geographic code, Province / territory","Geographic code, Census division","Population, 2016","Incompletely enumerated Indian reserves and Indian settlements, 2016","Total private dwellings, 2016","Private dwellings occupied by usual residents, 2016","Land area in square kilometres, 2016","Population density per square kilometre, 2016",
"13100006","New Brunswick","Nouveau-Brunswick",13,1310,1038,F,323,318,2.72,381.0
"13100007","New Brunswick","Nouveau-Brunswick",13,1310,10374,F,4893,4569,27.36,379.1
"13100008","New Brunswick","Nouveau-Brunswick",13,1310,5553,F,2462,2329,4.57,1214.6
"13100012","New Brunswick","Nouveau-Brunswick",13,1310,7417,F,3434,3237,22.84,324.7
"13100014","New Brunswick","Nouveau-Brunswick",13,1310,4174,F,1513,1499,21.33,195.7
"13100015","New Brunswick","Nouveau-Brunswick",13,1310,493,F,186,185,3.81,129.4
"13100016","New Brunswick","Nouveau-Brunswick",13,1310,4741,F,2279,1887,904.46,5.2
"13100017","New Brunswick","Nouveau-Brunswick",13,1310,7572,F,2925,2783,303.38,25.0
"13100018","New Brunswick","Nouveau-Brunswick",13,1310,10504,F,4787,4600,30.91,339.8
"13100020","New Brunswick","Nouveau-Brunswick",13,1310,7655,F,4607,4074,3.82,2004.5
"13100021","New Brunswick","Nouveau-Brunswick",13,1310,6855,F,3792,3093,6.60,1038.7
"13100022","New Brunswick","Nouveau-Brunswick",13,1310,9862,F,4456,4055,36.47,270.4
"13110001","New Brunswick","Nouveau-Brunswick",13,1311,7907,F,3619,3215,1612.75,4.9
"13110002","New Brunswick","Nouveau-Brunswick",13,1311,9644,F,4448,4061,777.21,12.4
"13110003","New Brunswick","Nouveau-Brunswick",13,1311,8342,F,3627,3364,920.97,9.1
"13110004","New Brunswick","Nouveau-Brunswick",13,1311,327,F,129,125,1.80,182.0
"13120001","New Brunswick","Nouveau-Brunswick",13,1312,6671,F,3099,2773,2058.78,3.2
"13120002","New Brunswick","Nouveau-Brunswick",13,1312,5652,F,3068,2544,3403.71,1.7
"13120003","New Brunswick","Nouveau-Brunswick",13,1312,5326,F,2622,2467,18.09,294.4
"13120004","New Brunswick","Nouveau-Brunswick",13,1312,968,F,389,375,24.98,38.8
"13130001","New Brunswick","Nouveau-Brunswick",13,1313,6730,F,3106,2867,1659.57,4.1
"13130002","New Brunswick","Nouveau-Brunswick",13,1313,6372,F,2884,2680,1052.08,6.1
"13130003","New Brunswick","Nouveau-Brunswick",13,1313,8292,F,4236,3951,55.04,150.7
"13130004","New Brunswick","Nouveau-Brunswick",13,1313,8288,F,3815,3616,51.81,160.0
"13130005","New Brunswick","Nouveau-Brunswick",13,1313,214,F,98,98,3.22,66.4
"13130007","New Brunswick","Nouveau-Brunswick",13,1313,2835,F,1631,1289,466.99,6.1
"13132000","New Brunswick","Nouveau-Brunswick",13,1313,10,F,4,4,173.18,0.1
"13140001","New Brunswick","Nouveau-Brunswick",13,1314,9644,F,4884,4446,2410.65,4.0
"13140002","New Brunswick","Nouveau-Brunswick",13,1314,6231,F,2865,2737,1136.90,5.5
"13140003","New Brunswick","Nouveau-Brunswick",13,1314,1417,F,883,701,189.47,7.5
"13140004","New Brunswick","Nouveau-Brunswick",13,1314,329,F,146,143,1.46,225.8
"13140005","New Brunswick","Nouveau-Brunswick",13,1314,89,F,37,35,0.58,154.2
"13140006","New Brunswick","Nouveau-Brunswick",13,1314,6883,F,3443,3120,18.58,370.5
"13140007","New Brunswick","Nouveau-Brunswick",13,1314,6362,F,3001,2811,4822.35,1.3
"13150001","New Brunswick","Nouveau-Brunswick",13,1315,10337,F,5294,4543,251.98,41.0
"13150002","New Brunswick","Nouveau-Brunswick",13,1315,9256,F,4502,4108,316.89,29.2
"13150003","New Brunswick","Nouveau-Brunswick",13,1315,11627,F,6192,5305,1554.16,7.5
"13150004","New Brunswick","Nouveau-Brunswick",13,1315,9994,F,4564,4305,482.79,20.7
"13150005","New Brunswick","Nouveau-Brunswick",13,1315,8857,F,4222,3805,167.12,53.0
"13150006","New Brunswick","Nouveau-Brunswick",13,1315,9085,F,4442,3994,1524.28,6.0
"13150007","New Brunswick","Nouveau-Brunswick",13,1315,7257,F,3194,2970,349.49,20.8
"13150008","New Brunswick","Nouveau-Brunswick",13,1315,11897,F,6317,5615,92.04,129.3
"13150009","New Brunswick","Nouveau-Brunswick",13,1315,134,F,62,56,4.92,27.2
"24010001","Quebec","Québec",24,2401,12475,F,6477,5534,210.30,59.3
"24020001","Quebec","Québec",24,2402,7526,F,4090,3595,2355.86,3.2
"24020002","Quebec","Québec",24,2402,9756,F,4879,4427,720.94,13.5
"24030001","Quebec","Québec",24,2403,2549,F,1574,1225,2977.37,0.9
"24030002","Quebec","Québec",24,2403,8946,F,4440,3983,813.94,11.0
"24030003","Quebec","Québec",24,2403,5622,F,2634,2429,307.50,18.3
"24040001","Quebec","Québec",24,2404,4879,F,2975,2250,4801.96,1.0
"24040002","Quebec","Québec",24,2404,6437,F,3307,3020,264.09,24.4
"24050001","Quebec","Québec",24,2405,8053,F,4080,3575,3961.52,2.0
"24050002","Quebec","Québec",24,2405,9607,F,4664,4323,417.88,23.0
"24060001","Quebec","Québec",24,2406,8891,F,4441,3979,1745.36,5.1
"24060002","Quebec","Québec",24,2406,653,F,264,257,2.08,313.3
