cause_of_death,date,Date-month,Year ,dead,missing,dead_and_missing,location,latitude,longitude,,
lack of medical care,2008-05-30T00:00:00Z,2008 -- 5,2008,0,0,1,lampedusa,35.508622,12.59292,,
drowned,2008-04-24T00:00:00Z,2008 -- 4,2008,0,0,1,lampedusa,35.508622,12.59292,,
unknown,2008-04-23T00:00:00Z,2008 -- 4,2008,0,0,23,lampedusa,35.508622,12.59292,,
run over by a truck,2008-03-18T00:00:00Z,2008 -- 3,2008,0,0,40,lampedusa,35.508622,12.59292,,
shot by the police,2008-11-27T00:00:00Z,2008 -- 11,2008,0,0,4,lampedusa,35.508622,12.59292,,
drowned,2008-11-12T00:00:00Z,2008 -- 11,2008,0,0,1,lampedusa,35.508622,12.59292,,
unknown,2008-01-10T00:00:00Z,2008 -- 1,2008,0,0,1,lampedusa,35.508622,12.59292,,
drowned,2007-08-27T00:00:00Z,2007 -- 8,2007,0,0,2,lampedusa,35.508622,12.59292,,
drowned,2007-08-24T00:00:00Z,2007 -- 8,2007,0,0,45,lampedusa,35.508622,12.59292,,
unknown,2007-08-24T00:00:00Z,2007 -- 8,2007,0,0,6,lampedusa,35.508622,12.59292,,
drowned,2007-08-20T00:00:00Z,2007 -- 8,2007,0,0,6,lampedusa,35.508622,12.59292,,
unknown,2007-08-13T00:00:00Z,2007 -- 8,2007,0,0,14,lampedusa,35.508622,12.59292,,
unknown,2007-08-13T00:00:00Z,2007 -- 8,2007,0,0,15,lampedusa,35.508622,12.59292,,
unknown,2007-08-11T00:00:00Z,2007 -- 8,2007,0,0,1,lampedusa,35.508622,12.59292,,
unknown,2007-08-10T00:00:00Z,2007 -- 8,2007,0,0,1,lampedusa,35.508622,12.59292,,
drowned,2007-07-17T00:00:00Z,2007 -- 7,2007,0,0,16,lampedusa,35.508622,12.59292,,
unknown,2007-07-17T00:00:00Z,2007 -- 7,2007,0,0,4,lampedusa,35.508622,12.59292,,
unknown,2007-07-15T00:00:00Z,2007 -- 7,2007,0,0,34,lampedusa,35.508622,12.59292,,
unknown,2007-06-28T00:00:00Z,2007 -- 6,2007,0,0,1,lampedusa,35.508622,12.59292,,
unknown,2007-06-28T00:00:00Z,2007 -- 6,2007,0,0,4,lampedusa,35.508622,12.59292,,
suicide - hanged,2007-06-21T00:00:00Z,2007 -- 6,2007,0,0,20,lampedusa,35.508622,12.59292,,
unknown,2007-06-17T00:00:00Z,2007 -- 6,2007,0,0,8,lampedusa,35.508622,12.59292,,
drowned,2007-05-19T00:00:00Z,2007 -- 5,2007,0,0,2,lampedusa,35.508622,12.59292,,
shot by the police,2007-05-06T00:00:00Z,2007 -- 5,2007,0,0,20,lampedusa,35.508622,12.59292,,
unknown,2007-03-25T00:00:00Z,2007 -- 3,2007,0,0,1,lampedusa,35.508622,12.59292,,
drowned,2007-02-20T00:00:00Z,2007 -- 2,2007,0,0,19,lampedusa,35.508622,12.59292,,
drowned,2007-12-04T00:00:00Z,2007 -- 12,2007,0,0,2,lampedusa,35.508622,12.59292,,
unknown,2007-10-10T00:00:00Z,2007 -- 10,2007,0,0,1,lampedusa,35.508622,12.59292,,
drowned,2007-01-07T00:00:00Z,2007 -- 1,2007,0,0,45,lampedusa,35.508622,12.59292,,
unknown,2007-01-05T00:00:00Z,2007 -- 1,2007,0,0,1,lampedusa,35.508622,12.59292,,
asphyxiated,2006-09-23T00:00:00Z,2006 -- 9,2006,0,0,2,lampedusa,35.508622,12.59292,,
unknown,2006-09-16T00:00:00Z,2006 -- 9,2006,0,0,13,lampedusa,35.508622,12.59292,,
unknown,2006-09-07T00:00:00Z,2006 -- 9,2006,0,0,1,lampedusa,35.508622,12.59292,,
unknown,2006-09-02T00:00:00Z,2006 -- 9,2006,0,0,1,lampedusa,35.508622,12.59292,,
died from dehydration,2006-08-31T00:00:00Z,2006 -- 8,2006,0,0,2,lampedusa,35.508622,12.59292,,
drowned,2006-08-29T00:00:00Z,2006 -- 8,2006,0,0,10,lampedusa,35.508622,12.59292,,
drowned,2006-08-24T00:00:00Z,2006 -- 8,2006,0,0,3,lampedusa,35.508622,12.59292,,
drowned,2006-08-19T00:00:00Z,2006 -- 8,2006,0,0,1,lampedusa,35.508622,12.59292,,
drowned,2006-08-19T00:00:00Z,2006 -- 8,2006,0,0,28,lampedusa,35.508622,12.59292,,
drowned,2006-08-18T00:00:00Z,2006 -- 8,2006,0,0,30,lampedusa,35.508622,12.59292,,
hypothermia,2006-08-18T00:00:00Z,2006 -- 8,2006,0,0,50,lampedusa,35.508622,12.59292,,
died of a shock,2006-07-29T00:00:00Z,2006 -- 7,2006,0,0,1,lampedusa,35.508622,12.59292,,
drowned,2006-07-28T00:00:00Z,2006 -- 7,2006,0,0,13,lampedusa,35.508622,12.59292,,
hypothermia and dehydration,2006-12-08T00:00:00Z,2006 -- 12,2006,0,0,250,lampedusa,35.508622,12.59292,,
starved,2006-01-07T00:00:00Z,2006 -- 1,2006,0,0,2,lampedusa,35.508622,12.59292,,
car accident,2006-01-07T00:00:00Z,2006 -- 1,2006,0,0,1,lampedusa,35.508622,12.59292,,
drowned,2006-01-03T00:00:00Z,2006 -- 1,2006,0,0,1,lampedusa,35.508622,12.59292,,
drowned,2005-09-23T00:00:00Z,2005 -- 9,2005,0,0,6,lampedusa,35.508622,12.59292,,
starved,2005-08-15T00:00:00Z,2005 -- 8,2005,0,0,2,lampedusa,35.508622,12.59292,,
unknown,2005-05-24T00:00:00Z,2005 -- 5,2005,0,0,16,lampedusa,35.508622,12.59292,,
suicide - hanged,2004-06-23T00:00:00Z,2004 -- 6,2004,0,0,1,lampedusa,35.508622,12.59292,,
drowned,2004-10-14T00:00:00Z,2004 -- 10,2004,0,0,2,lampedusa,35.508622,12.59292,,
drowned,2004-01-20T00:00:00Z,2004 -- 1,2004,0,0,1,lampedusa,35.508622,12.59292,,
unknown,2004-01-09T00:00:00Z,2004 -- 1,2004,0,0,30,lampedusa,35.508622,12.59292,,
shot by the police,2003-08-30T00:00:00Z,2003 -- 8,2003,0,0,4,lampedusa,35.508622,12.59292,,
police violence,2003-08-17T00:00:00Z,2003 -- 8,2003,0,0,1,lampedusa,35.508622,12.59292,,
died of kidney failure,2003-06-28T00:00:00Z,2003 -- 6,2003,0,0,3,lampedusa,35.508622,12.59292,,
starved,2003-06-15T00:00:00Z,2003 -- 6,2003,0,0,63,lampedusa,35.508622,12.59292,,
drowned,2003-06-15T00:00:00Z,2003 -- 6,2003,0,0,3,lampedusa,35.508622,12.59292,,
unknown,2003-06-15T00:00:00Z,2003 -- 6,2003,0,0,4,lampedusa,35.508622,12.59292,,
unknown,2003-05-14T00:00:00Z,2003 -- 5,2003,0,0,4,lampedusa,35.508622,12.59292,,
drowned,2003-03-09T00:00:00Z,2003 -- 3,2003,0,0,1,lampedusa,35.508622,12.59292,,
unknown,2003-12-03T00:00:00Z,2003 -- 12,2003,0,0,1,lampedusa,35.508622,12.59292,,
drowned,2003-10-19T00:00:00Z,2003 -- 10,2003,0,0,13,lampedusa,35.508622,12.59292,,
drowned,2003-10-18T00:00:00Z,2003 -- 10,2003,0,0,12,lampedusa,35.508622,12.59292,,
drowned,2003-10-18T00:00:00Z,2003 -- 10,2003,0,0,1,lampedusa,35.508622,12.59292,,
unknown,2003-10-16T00:00:00Z,2003 -- 10,2003,0,0,1,lampedusa,35.508622,12.59292,,
unknown,2003-10-16T00:00:00Z,2003 -- 10,2003,0,0,8,lampedusa,35.508622,12.59292,,
starved,2003-10-16T00:00:00Z,2003 -- 10,2003,0,0,2,lampedusa,35.508622,12.59292,,
shot by the police,2003-10-10T00:00:00Z,2003 -- 10,2003,0,0,11,lampedusa,35.508622,12.59292,,
starved,2003-10-02T00:00:00Z,2003 -- 10,2003,0,0,1,lampedusa,35.508622,12.59292,,
suicide - jumped from building,2003-01-04T00:00:00Z,2003 -- 1,2003,0,0,1,lampedusa,35.508622,12.59292,,
hypothermia,2002-07-02T00:00:00Z,2002 -- 7,2002,0,0,47,lampedusa,35.508622,12.59292,,
heat exhaustion,2002-07-02T00:00:00Z,2002 -- 7,2002,0,0,12,lampedusa,35.508622,12.59292,,
starved,2002-03-06T00:00:00Z,2002 -- 3,2002,0,0,59,lampedusa,35.508622,12.59292,,
hypothermia,2002-12-21T00:00:00Z,2002 -- 12,2002,0,0,1,lampedusa,35.508622,12.59292,,
unknown,2015-10-03T00:00:00Z,2015 -- 10,2015,10,0,10,Near Sabartha,33.1,12.6,,
unknown,2015-02-09T00:00:00Z,2015 -- 2,2015,29,0,29,Off Lampedusa,35.4,12.6,,
drowned,2014-08-24T00:00:00Z,2014 -- 8,2014,18,0,18,Off Lampedusa,35.4,12.6,,
drowned,2014-12-23T00:00:00Z,2014 -- 12,2014,4,0,4,south of Lampedusa,35.4,12.6,,
drowned,2014-06-13T05:00:00Z,2014 -- 6,2014,10,85,95,Off Lampedusa,35.5,12.6,,
unknown,2014-12-05T00:00:00Z,2014 -- 12,2014,17,0,17,Off Lampedusa,35.5,12.6,,
drowned,2016-01-25T00:00:00Z,2016 -- 1,2016,1,0,1,Sicily,37.8,12.6,,
drowned,2014-05-12T00:00:00Z,2014 -- 5,2014,17,200,217,Off Lampedusa,34.574,12.605,,
unknown,2015-07-09T00:00:00Z,2015 -- 7,2015,12,0,12,Lampedusa,35.5059,12.6073,,
unknown,2016-03-19T00:00:00Z,2016 -- 3,2016,9,0,9,Zawiya,32.8,12.61,,
car accident,2014-05-03T05:00:00Z,2014 -- 5,2014,36,42,78,Off Libya's coast,33.89,12.61,,
unknown,2014-05-01T05:00:00Z,2014 -- 5,2014,4,0,4,Off Libya's coast,33.89,12.61,,
unknown,2014-04-29T05:00:00Z,2014 -- 4,2014,0,40,40,Off Libya's coast,33.89,12.61,,
drowned,2015-08-06T00:00:00Z,2015 -- 8,2015,25,200,225,North of Zouara (Libya),33.52,12.69,,
suicide - other,2016-04-09T00:00:00Z,2016 -- 4,2016,4,0,4,Zawiya,32.7610953,12.6998942,,
unknown,2013-10-11T00:00:00Z,2013 -- 10,2013,27,0,27,Off Lampedusa,34.7,12.7,,
unknown,2011-10-03T00:00:00Z,2011 -- 10,2011,0,0,1,Lybia to Italy,33.81445,12.700195,,
unknown,2011-10-03T00:00:00Z,2011 -- 10,2011,0,0,61,Lybia to Italy,33.81445,12.700195,,
drowned,2008-10-04T00:00:00Z,2008 -- 10,2008,0,0,47,Lybia to Italy,33.81445,12.700195,,
unknown,2008-01-07T00:00:00Z,2008 -- 1,2008,0,0,2,Lybia to Italy,33.81445,12.700195,,
drowned,2009-07-13T00:00:00Z,2009 -- 7,2009,0,0,1,"mühlau, germany",50.900875,12.765471,,
drowned,2014-10-03T00:00:00Z,2014 -- 10,2014,0,40,40,Off Libya,33.51,12.8,,
blown in minefield,2011-05-06T00:00:00Z,2011 -- 5,2011,0,0,1,selinunte,37.583372,12.825218,,
suicide - other,2015-05-29T00:00:00Z,2015 -- 5,2015,11,0,11,Off Libya,33.641882,12.847345,,
unknown,2012-09-13T00:00:00Z,2012 -- 9,2012,0,0,1,linosa,35.866074,12.868741,,
suicide - hanged,2011-04-29T00:00:00Z,2011 -- 4,2011,0,0,1,linosa,35.866074,12.868741,,
drowned,2008-06-05T00:00:00Z,2008 -- 6,2008,0,0,1,linosa,35.866074,12.868741,,
burned or asphyxiated due to arson attack,2005-11-03T00:00:00Z,2005 -- 11,2005,0,0,2,linosa,35.866074,12.868741,,
fall,2015-06-16T00:00:00Z,2015 -- 6,2015,30,0,30,Dirkou,19.0086,12.88579,,
drowned,2015-12-21T00:00:00Z,2015 -- 12,2015,2,10,12,Janzour,32.952,12.907,,
hypothermia,2009-08-23T00:00:00Z,2009 -- 8,2009,0,0,1,"Mittweida, germany",50.985315,12.974056,,
suicide - hanged,2014-07-14T00:00:00Z,2014 -- 7,2014,3,0,3,Off Libya,33,13,,
starved,2008-09-30T00:00:00Z,2008 -- 9,2008,0,0,1,Africa to Italy,36.239546,13.007813,,
suicide - hanged,2006-02-08T00:00:00Z,2006 -- 2,2006,0,0,8,Africa to Italy,36.239546,13.007813,,
asphyxiated,2004-05-07T00:00:00Z,2004 -- 5,2004,0,0,2,Africa to Italy,36.239546,13.007813,,
unknown,2004-11-01T00:00:00Z,2004 -- 11,2004,0,0,20,Africa to Italy,36.239546,13.007813,,
car accident,2004-11-01T00:00:00Z,2004 -- 11,2004,0,0,16,Africa to Italy,36.239546,13.007813,,
suicide - put on fire,2004-10-22T00:00:00Z,2004 -- 10,2004,0,0,1,Africa to Italy,36.239546,13.007813,,
drowned,2006-02-07T00:00:00Z,2006 -- 2,2006,0,0,5,Czech Republic to Germany,50.414585,13.007813,,
unknown,2014-06-29T05:00:00Z,2014 -- 6,2014,13,0,13,Libya,32.8,13.1,,
drowned,2014-08-24T00:00:00Z,2014 -- 8,2014,24,0,24,north of the Libyan coast,33,13.1,,
drowned,2014-07-19T05:00:00Z,2014 -- 7,2014,29,100,129,,36.4,13.1,,
drowned,2016-05-30T00:00:00Z,2016 -- 5,2016,1,0,1,28 nautical miles North-west of Tripoli,33.4625958,13.1328688,,
burned,2015-10-29T00:00:00Z,2015 -- 10,2015,1,0,1,Berlin,52.5072,13.144,,
drowned,2014-07-16T05:00:00Z,2014 -- 7,2014,0,41,41,36 nautical miles north of Tripoli,33.47,13.15,,
starved,2000-10-06T00:00:00Z,2000 -- 10,2000,0,0,1,breesen,53.629738,13.163799,,
starved,2005-03-23T00:00:00Z,2005 -- 3,2005,0,0,100,mazzara,37.969674,13.180775,,
suicide - other,2012-08-25T00:00:00Z,2012 -- 8,2012,0,0,40,tripoli,32.876174,13.187507,,
car accident,2011-06-04T00:00:00Z,2011 -- 6,2011,0,0,45,tripoli,32.876174,13.187507,,
drowned,2011-03-30T00:00:00Z,2011 -- 3,2011,0,0,70,tripoli,32.876174,13.187507,,
unknown,2010-05-29T00:00:00Z,2010 -- 5,2010,0,0,20,tripoli,32.876174,13.187507,,
shot by the police,2009-03-28T00:00:00Z,2009 -- 3,2009,0,0,500,tripoli,32.876174,13.187507,,
unknown,2009-03-28T00:00:00Z,2009 -- 3,2009,0,0,300,tripoli,32.876174,13.187507,,
starved,2007-06-10T00:00:00Z,2007 -- 6,2007,0,0,25,tripoli,32.876174,13.187507,,
drowned,2006-06-30T00:00:00Z,2006 -- 6,2006,0,0,2,tripoli,32.876174,13.187507,,
unknown,2004-05-06T00:00:00Z,2004 -- 5,2004,0,0,5,tripoli,32.876174,13.187507,,
suicide - other,2004-11-13T00:00:00Z,2004 -- 11,2004,5,0,5,tripoli,32.876174,13.187507,,
murdered,2003-06-18T00:00:00Z,2003 -- 6,2003,0,0,200,tripoli,32.876174,13.187507,,
unknown,2003-12-11T00:00:00Z,2003 -- 12,2003,0,0,1,tripoli,32.876174,13.187507,,
drowned,2002-11-29T00:00:00Z,2002 -- 11,2002,0,0,56,tripoli,32.876174,13.187507,,
unknown,2002-11-29T00:00:00Z,2002 -- 11,2002,0,0,12,tripoli,32.876174,13.187507,,
unknown,2011-05-08T05:00:00Z,2011 -- 5,2011,0,600,600,"Tripoli, Libya",32.882937,13.188336,,
drowned,2000-12-14T00:00:00Z,2000 -- 12,2000,0,0,1,"Thyrow, Germany",52.218,13.224975,,
unknown,2009-01-05T00:00:00Z,2009 -- 1,2009,0,0,1,"Varmland, sweden",59.729407,13.235402,,
shot by the police,2016-05-28T00:00:00Z,2016 -- 5,2016,1,0,1,Porto Empedocle,37.2912498,13.2358149,,
drowned,2015-01-20T00:00:00Z,2015 -- 1,2015,12,0,12,Between Tarhuna and Tripoli,32.5,13.3,,
drowned,2014-09-10T00:00:00Z,2014 -- 9,2014,160,0,160,Off Libya,33.1,13.3,,
unknown,2014-09-14T00:00:00Z,2014 -- 9,2014,0,225,225,near Tajoura,33.4,13.3,,
car accident,2014-10-02T00:00:00Z,2014 -- 10,2014,10,80,90,3nm off Tripoli,33.6,13.3,,
drowned,2014-09-29T00:00:00Z,2014 -- 9,2014,70,0,70,Off Tripoli,32.92,13.335,,
starved,2000-04-02T00:00:00Z,2000 -- 4,2000,0,0,1,"Olbernhaus, germany",50.656873,13.341127,,
shot by the police,2004-02-06T00:00:00Z,2004 -- 2,2004,0,0,1,"Frosinone, Italy",41.639601,13.342634,,
unknown,2007-07-04T00:00:00Z,2007 -- 7,2007,0,0,1,palermo,38.115688,13.361267,,
shot by the police,2007-05-06T00:00:00Z,2007 -- 5,2007,0,0,1,palermo,38.115688,13.361267,,
unknown,2014-09-15T00:00:00Z,2014 -- 9,2014,3,3,6,Off Al-Qarbuli,33,13.4,,
suicide - hanged,2016-02-19T00:00:00Z,2016 -- 2,2016,2,0,2,Siculiana,37.3,13.4,,
drowned,2008-03-28T00:00:00Z,2008 -- 3,2008,0,0,1,berlin,52.520007,13.404954,,
unknown,2007-12-31T00:00:00Z,2007 -- 12,2007,0,0,1,berlin,52.520007,13.404954,,
shot by the police,2007-12-29T00:00:00Z,2007 -- 12,2007,0,0,1,berlin,52.520007,13.404954,,
unknown,2001-09-10T00:00:00Z,2001 -- 9,2001,0,0,1,berlin,52.520007,13.404954,,
unknown,2000-08-29T00:00:00Z,2000 -- 8,2000,0,0,1,berlin,52.520007,13.404954,,
blown in minefield,2000-07-03T00:00:00Z,2000 -- 7,2000,0,0,1,berlin,52.520007,13.404954,,
unknown,2015-05-03T00:00:00Z,2015 -- 5,2015,10,0,10,Off Libya,33.06503,13.413009,,
car accident,2014-07-05T05:00:00Z,2014 -- 7,2014,12,200,212,Off the Libyan coast,33.9,13.44,,
suicide - hanged,2014-08-22T00:00:00Z,2014 -- 8,2014,0,250,270,"1 km off the Garbuli, Libya",32.9,13.5,,
shot by the police,2012-06-22T00:00:00Z,2012 -- 6,2012,0,0,2,ancona,43.61583,13.518915,,
unknown,2011-02-03T00:00:00Z,2011 -- 2,2011,0,0,1,ancona,43.61583,13.518915,,
unknown,2010-01-11T00:00:00Z,2010 -- 1,2010,0,0,1,ancona,43.61583,13.518915,,
drowned,2009-08-31T00:00:00Z,2009 -- 8,2009,0,0,3,ancona,43.61583,13.518915,,
unknown,2009-06-22T00:00:00Z,2009 -- 6,2009,0,0,1,ancona,43.61583,13.518915,,
drowned,2009-03-28T00:00:00Z,2009 -- 3,2009,0,0,1,ancona,43.61583,13.518915,,
asphyxiated,2008-01-21T00:00:00Z,2008 -- 1,2008,0,0,1,ancona,43.61583,13.518915,,
suicide - other,2006-12-08T00:00:00Z,2006 -- 12,2006,0,0,2,ancona,43.61583,13.518915,,
unknown,2006-01-11T00:00:00Z,2006 -- 1,2006,0,0,2,ancona,43.61583,13.518915,,
drowned,2004-11-01T00:00:00Z,2004 -- 11,2004,0,0,1,ancona,43.61583,13.518915,,
unknown,2000-10-25T00:00:00Z,2000 -- 10,2000,0,0,1,ancona,43.61583,13.518915,,
unknown,2000-03-23T00:00:00Z,2000 -- 3,2000,0,0,1,"Nassau-Frauenstein, germany",50.767197,13.532895,,
unknown,2014-05-06T00:00:00Z,2014 -- 5,2014,36,54,90,Off Libya,32.982,13.563,,
shot by the police,2016-01-23T00:00:00Z,2016 -- 1,2016,1,0,1,Ancona,43.56,13.57,,
drowned,2012-04-27T00:00:00Z,2012 -- 4,2012,0,0,1,agrigento,37.31109,13.576548,,
drowned,2005-09-28T00:00:00Z,2005 -- 9,2005,0,0,1,agrigento,37.31109,13.576548,,
unknown,2005-09-12T00:00:00Z,2005 -- 9,2005,0,0,1,agrigento,37.31109,13.576548,,
suicide - put on fire,2015-04-20T00:00:00Z,2015 -- 4,2015,20,0,400,Off Libya,33.349987,13.58879,,
unknown,2015-04-17T00:00:00Z,2015 -- 4,2015,1,0,1,Between northern Libya and Italy,33.349987,13.58879,,
drowned,2014-09-22T00:00:00Z,2014 -- 9,2014,10,35,45,50km off the Libyan coast,33.3,13.6,,
burned,2015-02-10T00:00:00Z,2015 -- 2,2015,0,300,300,Off Libya,33.7,13.6,,
police violence,2003-07-26T00:00:00Z,2003 -- 7,2003,0,0,1,gorizia,45.940181,13.620175,,
suicide - hanged,2002-03-01T00:00:00Z,2002 -- 3,2002,0,0,1,gorizia,45.940181,13.620175,,
drowned,2006-08-01T00:00:00Z,2006 -- 8,2006,0,0,6,"Koenigs Wusterhausen, germany",52.295891,13.622838,,
drowned,2014-05-11T00:00:00Z,2014 -- 5,2014,40,0,40,Off Libya,33.04,13.64,,
unknown,2016-03-25T00:00:00Z,2016 -- 3,2016,12,0,12,Tripoli,32.88,13.7,,
asphyxiated,2015-05-31T00:00:00Z,2015 -- 5,2015,17,0,17,Off Libya,34.542858,13.704729,,
died from dehydration,2015-10-21T00:00:00Z,2015 -- 10,2015,6,0,6,Garabulli,33.31,13.71,,
unknown,2006-01-07T00:00:00Z,2006 -- 1,2006,0,0,3,"Dannenreich, germany",52.283056,13.8,,
drowned,2000-09-18T00:00:00Z,2000 -- 9,2000,0,0,1,"Villach, Austria",46.60856,13.85062,,
drowned,2014-07-16T05:00:00Z,2014 -- 7,2014,3,0,3,,33.17,13.88,,
drowned,2004-10-27T00:00:00Z,2004 -- 10,2004,0,0,1,licata,37.101709,13.937331,,
drowned,2014-08-31T00:00:00Z,2014 -- 8,2014,15,0,15,Off Tripoli,33,14,,
drowned,2014-08-31T00:00:00Z,2014 -- 8,2014,0,100,100,Off Al Garbouli,33,14,,
drowned,2015-07-07T00:00:00Z,2015 -- 7,2015,0,30,30,Between Italy and Libya,34,14,,
unknown,2015-06-23T00:00:00Z,2015 -- 6,2015,1,0,1,Between Libya and Sicily,34,14,,
drowned,2015-06-15T00:00:00Z,2015 -- 6,2015,1,2,3,Central Med,34,14,,
drowned,2014-07-19T00:00:00Z,2014 -- 7,2014,52,0,52,Off Libya/Malta,34,14,,
unknown,2015-08-25T00:00:00Z,2015 -- 8,2015,1,0,1,Between Libya and Sicily,35,14,,
blown in minefield,2015-01-22T00:00:00Z,2015 -- 1,2015,1,20,21,Off Malta,35.4,14,,
died from dehydration,2013-09-09T00:00:00Z,2013 -- 9,2013,0,0,1,Sicily,37.599994,14.015356,,
drowned,2012-01-03T00:00:00Z,2012 -- 1,2012,0,0,6,sicily,37.599994,14.015356,,
drowned,2011-06-23T00:00:00Z,2011 -- 6,2011,0,0,1,sicily,37.599994,14.015356,,
unknown,2009-04-15T00:00:00Z,2009 -- 4,2009,1,0,1,sicily,37.599994,14.015356,,
unknown,2009-10-26T00:00:00Z,2009 -- 10,2009,0,0,1,sicily,37.599994,14.015356,,
exhaustion,2008-07-19T00:00:00Z,2008 -- 7,2008,0,0,1,sicily,37.599994,14.015356,,
unknown,2008-07-18T00:00:00Z,2008 -- 7,2008,0,0,1,sicily,37.599994,14.015356,,
unknown,2008-01-08T00:00:00Z,2008 -- 1,2008,0,0,13,sicily,37.599994,14.015356,,
suicide - hanged,2007-07-24T00:00:00Z,2007 -- 7,2007,0,0,9,sicily,37.599994,14.015356,,
unknown,2007-06-15T00:00:00Z,2007 -- 6,2007,0,0,14,sicily,37.599994,14.015356,,
drowned,2006-09-08T00:00:00Z,2006 -- 9,2006,0,0,17,sicily,37.599994,14.015356,,
shot by the police,2006-08-19T00:00:00Z,2006 -- 8,2006,0,0,1,sicily,37.599994,14.015356,,
unknown,2005-08-04T00:00:00Z,2005 -- 8,2005,0,0,130,sicily,37.599994,14.015356,,
unknown,2005-04-14T00:00:00Z,2005 -- 4,2005,0,0,24,sicily,37.599994,14.015356,,
starved,2005-04-12T00:00:00Z,2005 -- 4,2005,0,0,2,sicily,37.599994,14.015356,,
suicide - hungerstrike,2005-03-23T00:00:00Z,2005 -- 3,2005,0,0,6,sicily,37.599994,14.015356,,
drowned,2004-08-09T00:00:00Z,2004 -- 8,2004,0,0,41,sicily,37.599994,14.015356,,
blown in minefield,2004-08-07T00:00:00Z,2004 -- 8,2004,0,0,26,sicily,37.599994,14.015356,,
starved,2004-07-01T00:00:00Z,2004 -- 7,2004,0,0,30,sicily,37.599994,14.015356,,
drowned,2003-02-09T00:00:00Z,2003 -- 2,2003,0,0,9,sicily,37.599994,14.015356,,
drowned,2002-09-14T00:00:00Z,2002 -- 9,2002,0,0,1,sicily,37.599994,14.015356,,
drowned,2002-06-14T00:00:00Z,2002 -- 6,2002,0,0,10,sicily,37.599994,14.015356,,
murdered,2002-01-08T00:00:00Z,2002 -- 1,2002,0,0,11,sicily,37.599994,14.015356,,
drowned,2002-01-08T00:00:00Z,2002 -- 1,2002,0,0,3,sicily,37.599994,14.015356,,
unknown,2001-10-06T00:00:00Z,2001 -- 10,2001,0,0,4,sicily,37.599994,14.015356,,
drowned,2014-08-23T00:00:00Z,2014 -- 8,2014,18,0,18,20 miles off the Libyan coast,33.7,14.05,,
frozen,2016-04-26T00:00:00Z,2016 -- 4 ,2016,13,0,13,Bani Walid,31.797583,14.053676,,
unknown,2009-05-01T00:00:00Z,2009 -- 5,2009,0,0,1,Caltanissetta,37.490112,14.062893,,
drowned,2008-06-28T00:00:00Z,2008 -- 6,2008,0,0,2,Caltanisetta,37.490112,14.062893,,
drowned,2015-07-28T00:00:00Z,2015 -- 7,2015,14,0,14,80 kilometres north-west of the Libyan capital Tripoli.,34.4,14.1,,
drowned,2015-10-03T00:00:00Z,2015 -- 10,2015,85,0,85,Near Tripoli,34.4,14.11,,
unknown,2001-01-02T00:00:00Z,2001 -- 1,2001,0,0,1,"Jönköping, Sweden",57.782614,14.161788,,
unknown,2001-01-01T00:00:00Z,2001 -- 1,2001,0,0,1,"Jönköping, Sweden",57.782614,14.161788,,
drowned,2011-01-01T00:00:00Z,2011 -- 1,2011,0,0,1,Oder/Neisse border,52.825559,14.197083,,
unknown,2008-01-01T00:00:00Z,2008 -- 1,2008,0,0,1,Oder/Neisse border,52.825559,14.197083,,
suicide - other,2006-01-01T00:00:00Z,2006 -- 1,2006,0,0,1,Oder/Neisse border,52.825559,14.197083,,
hypothermia,2005-01-01T00:00:00Z,2005 -- 1,2005,0,0,3,Oder/Neisse border,52.825559,14.197083,,
suicide - hanged,2001-04-17T00:00:00Z,2001 -- 4,2001,0,0,1,Putzkau,51.103951,14.235404,,
hypothermia,2009-06-09T00:00:00Z,2009 -- 6,2009,0,0,7,gela,37.074153,14.240354,,
drowned,2009-10-06T00:00:00Z,2009 -- 10,2009,0,0,6,gela,37.074153,14.240354,,
drowned,2006-07-23T00:00:00Z,2006 -- 7,2006,0,0,3,gela,37.074153,14.240354,,
suicide - hanged,2005-09-10T00:00:00Z,2005 -- 9,2005,0,0,21,gela,37.074153,14.240354,,
drowned,2005-11-08T00:00:00Z,2005 -- 11,2005,0,0,11,gela,37.074153,14.240354,,
suicide - put on fire,2005-10-08T00:00:00Z,2005 -- 10,2005,0,0,11,gela,37.074153,14.240354,,
murdered,2007-06-25T00:00:00Z,2007 -- 6,2007,0,0,1,Island of Gozo,36.0443,14.251222,,
"wrong medical treatment, overdose",2002-08-30T00:00:00Z,2002 -- 8,2002,0,0,5,napels,40.851775,14.268124,,
police violence,2000-01-02T00:00:00Z,2000 -- 1,2000,0,0,2,napels,40.851775,14.268124,,
drowned,2005-04-09T00:00:00Z,2005 -- 4,2005,0,0,1,"Linz, austria",48.30694,14.28583,,
drowned,2014-07-17T05:00:00Z,2014 -- 7,2014,10,0,10,Off Malta,35.3,14.3,,
drowned,2014-07-30T00:00:00Z,2014 -- 7,2014,150,0,150,Off Libya,32.857,14.306,,
unknown,2008-06-06T05:00:00Z,2008 -- 6,2008,0,0,1,"Klangenfurt, austria",46.62794,14.30899,,
drowned,2006-05-02T00:00:00Z,2006 -- 5,2006,0,0,1,ahrax,35.976458,14.346722,,
murdered,2006-03-04T00:00:00Z,2006 -- 3,2006,0,0,10,ahrax,35.976458,14.346722,,
