cause_of_death,date,Date-month,Year ,dead,missing,dead_and_missing,location,latitude,longitude,,
drowned,2000-07-04T00:00:00Z,2000 -- 7,2000,0,0,1,kienitz,52.643661,14.361496,,
shot,2000-05-06T00:00:00Z,2000 -- 5,2000,0,0,1,kienitz,52.643661,14.361496,,
drowned,2013-07-29T00:00:00Z,2013 -- 7,2013,0,0,31,Malta,35.937496,14.375416,,
blown in minefield,2012-08-15T00:00:00Z,2012 -- 8,2012,0,0,2,malta,35.937496,14.375416,,
asphyxiated,2012-06-28T00:00:00Z,2012 -- 6,2012,0,0,1,malta,35.937496,14.375416,,
unknown,2012-05-07T00:00:00Z,2012 -- 5,2012,0,0,7,malta,35.937496,14.375416,,
drowned,2012-01-04T00:00:00Z,2012 -- 1,2012,0,0,7,malta,35.937496,14.375416,,
drowned,2011-06-11T00:00:00Z,2011 -- 6,2011,0,0,2,malta,35.937496,14.375416,,
drowned,2011-04-16T00:00:00Z,2011 -- 4,2011,0,0,1,malta,35.937496,14.375416,,
drowned,2011-12-06T00:00:00Z,2011 -- 12,2011,0,0,2,malta,35.937496,14.375416,,
shot by the police,2011-12-03T00:00:00Z,2011 -- 12,2011,0,0,1,malta,35.937496,14.375416,,
unknown,2011-11-03T00:00:00Z,2011 -- 11,2011,0,0,1,malta,35.937496,14.375416,,
drowned,2011-01-05T00:00:00Z,2011 -- 1,2011,0,0,1,malta,35.937496,14.375416,,
fall,2009-08-26T00:00:00Z,2009 -- 8,2009,0,0,1,malta,35.937496,14.375416,,
hypothermia,2008-09-23T00:00:00Z,2008 -- 9,2008,0,0,35,malta,35.937496,14.375416,,
drowned,2008-09-03T00:00:00Z,2008 -- 9,2008,0,0,5,malta,35.937496,14.375416,,
fall,2008-08-24T00:00:00Z,2008 -- 8,2008,0,0,84,malta,35.937496,14.375416,,
drowned,2008-08-23T00:00:00Z,2008 -- 8,2008,0,0,27,malta,35.937496,14.375416,,
drowned,2008-07-30T00:00:00Z,2008 -- 7,2008,0,0,2,malta,35.937496,14.375416,,
car accident,2008-07-17T00:00:00Z,2008 -- 7,2008,0,0,1,malta,35.937496,14.375416,,
drowned,2008-07-09T00:00:00Z,2008 -- 7,2008,0,0,3,malta,35.937496,14.375416,,
hypothermia,2008-06-25T00:00:00Z,2008 -- 6,2008,0,0,3,malta,35.937496,14.375416,,
unknown,2008-06-18T00:00:00Z,2008 -- 6,2008,0,0,1,Malta,35.937496,14.375416,,
unknown,2008-06-18T00:00:00Z,2008 -- 6,2008,0,0,1,malta,35.937496,14.375416,,
starved,2008-06-14T00:00:00Z,2008 -- 6,2008,0,0,6,malta,35.937496,14.375416,,
suicide - jumped from building,2008-06-14T00:00:00Z,2008 -- 6,2008,0,0,1,malta,35.937496,14.375416,,
unknown,2008-06-10T00:00:00Z,2008 -- 6,2008,0,0,1,malta,35.937496,14.375416,,
burned,2008-05-25T00:00:00Z,2008 -- 5,2008,0,0,5,malta,35.937496,14.375416,,
burned,2008-05-25T00:00:00Z,2008 -- 5,2008,0,0,5,malta,35.937496,14.375416,,
burned,2008-05-23T00:00:00Z,2008 -- 5,2008,0,0,28,malta,35.937496,14.375416,,
unknown,2008-05-21T00:00:00Z,2008 -- 5,2008,0,0,1,malta,35.937496,14.375416,,
drowned,2008-05-19T00:00:00Z,2008 -- 5,2008,0,0,12,malta,35.937496,14.375416,,
unknown,2008-11-08T00:00:00Z,2008 -- 11,2008,0,0,5,Malta,35.937496,14.375416,,
suicide - hanged,2008-10-06T00:00:00Z,2008 -- 10,2008,0,0,3,malta,35.937496,14.375416,,
starved,2008-10-05T00:00:00Z,2008 -- 10,2008,0,0,15,malta,35.937496,14.375416,,
unknown,2008-01-05T00:00:00Z,2008 -- 1,2008,0,0,6,malta,35.937496,14.375416,,
drowned,2007-09-30T00:00:00Z,2007 -- 9,2007,0,0,1,malta,35.937496,14.375416,,
unknown,2007-08-29T00:00:00Z,2007 -- 8,2007,0,0,25,malta,35.937496,14.375416,,
lack of medical care,2007-08-10T00:00:00Z,2007 -- 8,2007,0,0,11,Malta,35.937496,14.375416,,
drowned,2007-08-10T00:00:00Z,2007 -- 8,2007,0,0,1,Malta,35.937496,14.375416,,
shot by the police,2007-08-06T00:00:00Z,2007 -- 8,2007,0,0,1,malta,35.937496,14.375416,,
starved,2007-07-27T00:00:00Z,2007 -- 7,2007,0,0,25,malta,35.937496,14.375416,,
crushed,2007-07-22T00:00:00Z,2007 -- 7,2007,0,0,3,malta,35.937496,14.375416,,
run over,2007-07-21T00:00:00Z,2007 -- 7,2007,0,0,3,malta,35.937496,14.375416,,
drowned,2007-06-29T00:00:00Z,2007 -- 6,2007,0,0,11,malta,35.937496,14.375416,,
starved,2007-06-27T00:00:00Z,2007 -- 6,2007,0,0,1,malta,35.937496,14.375416,,
drowned,2007-06-25T00:00:00Z,2007 -- 6,2007,0,0,2,malta,35.937496,14.375416,,
drowned,2007-06-20T00:00:00Z,2007 -- 6,2007,0,0,4,Malta,35.937496,14.375416,,
suicide - hanged,2007-06-19T00:00:00Z,2007 -- 6,2007,0,0,22,malta,35.937496,14.375416,,
suicide - hanged,2007-06-13T00:00:00Z,2007 -- 6,2007,0,0,1,Malta,35.937496,14.375416,,
starved,2007-05-31T00:00:00Z,2007 -- 5,2007,0,0,21,malta,35.937496,14.375416,,
drowned,2007-05-21T00:00:00Z,2007 -- 5,2007,0,0,1,malta,35.937496,14.375416,,
shot by the police,2007-05-17T00:00:00Z,2007 -- 5,2007,0,0,28,malta,35.937496,14.375416,,
unknown,2007-04-21T00:00:00Z,2007 -- 4,2007,0,0,3,malta,35.937496,14.375416,,
died after a fight,2007-01-05T00:00:00Z,2007 -- 1,2007,0,0,21,malta,35.937496,14.375416,,
suicide - other,2006-09-05T00:00:00Z,2006 -- 9,2006,0,0,11,malta,35.937496,14.375416,,
suicide - jumped from building,2006-08-25T00:00:00Z,2006 -- 8,2006,0,0,1,malta,35.937496,14.375416,,
murdered,2006-06-26T00:00:00Z,2006 -- 6,2006,0,0,2,malta,35.937496,14.375416,,
heat exhaustion,2006-06-26T00:00:00Z,2006 -- 6,2006,0,0,2,malta,35.937496,14.375416,,
unknown,2006-06-08T00:00:00Z,2006 -- 6,2006,0,0,11,malta,35.937496,14.375416,,
hypothermia,2006-06-03T00:00:00Z,2006 -- 6,2006,0,0,14,Malta,35.937496,14.375416,,
starved,2006-04-05T00:00:00Z,2006 -- 4,2006,0,0,15,malta,35.937496,14.375416,,
unknown,2006-10-24T00:00:00Z,2006 -- 10,2006,0,0,3,Malta,35.937496,14.375416,,
unknown,2006-10-24T00:00:00Z,2006 -- 10,2006,0,0,1,Malta,35.937496,14.375416,,
drowned,2006-10-23T00:00:00Z,2006 -- 10,2006,0,0,4,malta,35.937496,14.375416,,
drowned,2006-10-23T00:00:00Z,2006 -- 10,2006,0,0,2,Malta,35.937496,14.375416,,
drowned,2006-01-09T00:00:00Z,2006 -- 1,2006,0,0,3,malta,35.937496,14.375416,,
hypothermia,2006-01-09T00:00:00Z,2006 -- 1,2006,0,0,2,malta,35.937496,14.375416,,
hypothermia,2005-08-18T00:00:00Z,2005 -- 8,2005,0,0,26,malta,35.937496,14.375416,,
drowned,2005-07-10T00:00:00Z,2005 -- 7,2005,0,0,7,malta,35.937496,14.375416,,
suicide - put on fire,2005-06-22T00:00:00Z,2005 -- 6,2005,0,0,27,malta,35.937496,14.375416,,
drowned,2005-10-24T00:00:00Z,2005 -- 10,2005,0,0,7,malta,35.937496,14.375416,,
lack of medical care,2004-12-15T00:00:00Z,2004 -- 12,2004,0,0,1,malta,35.937496,14.375416,,
suicide - hanged,2004-11-13T00:00:00Z,2004 -- 11,2004,0,0,12,malta,35.937496,14.375416,,
unknown,2004-11-12T00:00:00Z,2004 -- 11,2004,0,0,10,malta,35.937496,14.375416,,
drowned,2004-10-13T00:00:00Z,2004 -- 10,2004,0,0,1,malta,35.937496,14.375416,,
unknown,2004-10-13T00:00:00Z,2004 -- 10,2004,0,0,1,malta,35.937496,14.375416,,
drowned,2007-06-27T00:00:00Z,2007 -- 6,2007,0,0,1,Dingli,35.860278,14.381389,,
unknown,2014-06-07T05:00:00Z,2014 -- 6,2014,3,2,5,Off Malta,35.11,14.41,,
drowned,2004-12-15T00:00:00Z,2004 -- 12,2004,0,0,1,"Ghar Lapsi, morocco",35.827006,14.423533,,
drowned,2008-01-09T00:00:00Z,2008 -- 1,2008,0,0,1,"bautzen, germany",51.182293,14.423775,,
drowned,2002-09-21T00:00:00Z,2002 -- 9,2002,0,0,15,scoglitti,36.893322,14.42889,,
suicide - jumped in water,2001-07-09T00:00:00Z,2001 -- 7,2001,0,0,3,scoglitti,36.893322,14.42889,,
suicide - hanged,2009-11-15T00:00:00Z,2009 -- 11,2009,0,0,10,marsa,35.88301,14.493757,,
drowned,2007-11-28T00:00:00Z,2007 -- 11,2007,0,0,1,marsa,35.88301,14.493757,,
drowned,2011-04-17T05:00:22Z,2011 -- 4,2011,1,0,1,"Hal Far, Malta",35.815,14.51,,
unknown,2008-09-08T00:00:00Z,2008 -- 9,2008,0,0,1,valletta,35.89779,14.514106,,
drowned,2008-01-08T00:00:00Z,2008 -- 1,2008,0,0,12,valletta,35.89779,14.514106,,
heat exhaustion,2007-05-20T00:00:00Z,2007 -- 5,2007,0,0,57,valletta,35.89779,14.514106,,
drowned,2003-03-10T00:00:00Z,2003 -- 3,2003,0,0,1,Valetta,35.89779,14.514106,,
drowned,2008-05-10T00:00:00Z,2008 -- 5,2008,0,0,1,Birzebbugia,35.825556,14.528056,,
asphyxiated,2008-06-13T00:00:00Z,2008 -- 6,2008,0,0,1,"Marsaxlokk, malta",35.841667,14.544722,,
asphyxiated,2000-08-27T00:00:00Z,2000 -- 8,2000,0,0,1,genschmar,52.618489,14.545038,,
drowned,2005-02-21T00:00:00Z,2005 -- 2,2005,0,0,1,austria,47.516231,14.550072,,
drowned,2004-01-07T00:00:00Z,2004 -- 1,2004,0,0,1,Austria,47.516231,14.550072,,
drowned,2001-01-01T00:00:00Z,2001 -- 1,2001,0,0,2,austria,47.516231,14.550072,,
drowned,2008-05-07T00:00:00Z,2008 -- 5,2008,0,0,3,delimara,35.834673,14.552498,,
drowned,2008-02-10T00:00:00Z,2008 -- 2,2008,0,0,1,delimara,35.834673,14.552498,,
drowned,2008-10-17T00:00:00Z,2008 -- 10,2008,0,0,1,delimara,35.834673,14.552498,,
drowned,2008-01-10T00:00:00Z,2008 -- 1,2008,0,0,1,delimara,35.834673,14.552498,,
drowned,2010-06-24T00:00:00Z,2010 -- 6,2010,0,0,1,"alvesta, sweden",56.89921,14.556001,,
drowned,2007-07-06T00:00:00Z,2007 -- 7,2007,0,0,1,marsascala,35.861313,14.565384,,
drowned,2006-12-13T00:00:00Z,2006 -- 12,2006,0,0,1,marsascala,35.861313,14.565384,,
asphyxiated,2008-06-29T00:00:00Z,2008 -- 6,2008,0,0,1,Zonqor Point,35.869682,14.566763,,
suicide - other,2000-01-02T00:00:00Z,2000 -- 1,2000,0,0,1,sch√∂nbuch,48.09033,14.61606,,
drowned,2013-05-29T05:00:40Z,2013 -- 5,2013,1,0,1,"Eisenh√ºttenstadt, Germany",52.143662,14.641902,,
drowned,2015-10-24T00:00:00Z,2015 -- 10,2015,43,0,43,Zliten,32.55,14.668,,
drowned,2013-09-29T05:00:00Z,2013 -- 9,2013,0,0,10,"Scicli, Italy",36.793212,14.706973,,
unknown,2000-02-04T00:00:00Z,2000 -- 2,2000,0,0,2,scicli,36.793212,14.706973,,
drowned,2014-05-06T05:00:00Z,2014 -- 5,2014,0,0,1,"Ragusa, Italy",36.926927,14.725513,,
drowned,2008-05-22T00:00:00Z,2008 -- 5,2008,0,0,1,ragusa,36.926927,14.725513,,
drowned,2007-06-27T00:00:00Z,2007 -- 6,2007,0,0,3,ragusa,36.926927,14.725513,,
unknown,2006-06-02T00:00:00Z,2006 -- 6,2006,0,0,4,ragusa,36.926927,14.725513,,
suicide - other,2006-03-05T00:00:00Z,2006 -- 3,2006,0,0,4,ragusa,36.926927,14.725513,,
starved,2005-03-23T00:00:00Z,2005 -- 3,2005,0,0,9,ragusa,36.926927,14.725513,,
hypothermia,2005-11-23T00:00:00Z,2005 -- 11,2005,0,0,20,ragusa,36.926927,14.725513,,
drowned,2005-11-17T00:00:00Z,2005 -- 11,2005,0,0,9,ragusa,36.926927,14.725513,,
starved,2001-07-08T00:00:00Z,2001 -- 7,2001,0,0,4,ragusa,36.926927,14.725513,,
blown in minefield,2000-10-29T00:00:00Z,2000 -- 10,2000,0,0,3,ragusa,36.926927,14.725513,,
suicide - hanged,2010-02-09T00:00:00Z,2010 -- 2,2010,0,0,5,capo,38.158524,14.742693,,
drowned,2007-08-08T00:00:00Z,2007 -- 8,2007,0,0,1,capo,38.158524,14.742693,,
unknown,2007-07-24T00:00:00Z,2007 -- 7,2007,0,0,1,capo,38.158524,14.742693,,
drowned,2007-06-25T00:00:00Z,2007 -- 6,2007,0,0,3,capo,38.158524,14.742693,,
drowned,2004-06-28T00:00:00Z,2004 -- 6,2004,0,0,6,capo,38.158524,14.742693,,
drowned,2004-06-28T00:00:00Z,2004 -- 6,2004,0,0,9,capo,38.158524,14.742693,,
drowned,2003-06-28T00:00:00Z,2003 -- 6,2003,0,0,9,capo,38.158524,14.742693,,
suicide - hanged,2002-09-14T00:00:00Z,2002 -- 9,2002,0,0,36,capo,38.158524,14.742693,,
suicide - hanged,2000-08-27T00:00:00Z,2000 -- 8,2000,0,0,5,capo,38.158524,14.742693,,
drowned,2011-03-31T00:00:00Z,2011 -- 3,2011,0,0,1,marina,36.711697,14.773094,,
suicide - hanged,2005-09-26T00:00:00Z,2005 -- 9,2005,0,0,1,marina,36.711697,14.773094,,
frozen,2002-01-07T00:00:00Z,2002 -- 1,2002,0,0,5,"Avellino, Italy",40.914384,14.79028,,
suicide - hanged,2000-02-04T00:00:00Z,2000 -- 2,2000,0,0,1,"Porajow, poland",50.887047,14.828072,,
suicide - other,2006-12-09T00:00:00Z,2006 -- 12,2006,0,0,1,smir,49.63675,14.839266,,
unknown,2006-10-11T00:00:00Z,2006 -- 10,2006,0,0,1,smir,49.63675,14.839266,,
drowned,2014-07-02T00:00:00Z,2014 -- 7,2014,45,0,45,Off Sicily,36.72986,14.84911,,
car accident,2009-10-25T00:00:00Z,2009 -- 10,2009,0,0,1,pozzallo,36.729861,14.849113,,
car accident,2016-03-19T00:00:00Z,2016 -- 3,2016,1,0,1,Pozallo,36.64,14.85,,
unknown,2015-08-30T00:00:00Z,2015 -- 8,2015,37,0,37,near Khoms (Libya),33.29,14.93,,
drowned,2003-01-05T00:00:00Z,2003 -- 1,2003,0,0,1,slovenia,46.151241,14.995463,,
drowned,2015-04-11T00:00:00Z,2015 -- 4,2015,1,0,1,,34.9,15,,
suicide - other,2014-06-10T00:00:00Z,2014 -- 6,2014,0,4,4,Off Italy,35,15,,
drowned,2014-06-14T00:00:00Z,2014 -- 6,2014,30,0,30,Off Sicily,36,15,,
drowned,2013-09-29T00:00:00Z,2013 -- 9,2013,0,0,13,catania,37.508039,15.082851,,
lack of medical care,2013-08-10T00:00:00Z,2013 -- 8,2013,0,0,6,catania,37.508039,15.082851,,
drowned,2001-07-11T00:00:00Z,2001 -- 7,2001,0,0,1,catania,37.508039,15.082851,,
drowned,2016-03-19T00:00:00Z,2016 -- 3,2016,1,0,1,Catania,37.46,15.09,,
drowned,2012-01-24T00:00:00Z,2012 -- 1,2012,0,0,55,misrata,32.374298,15.09492,,
car accident,2011-10-03T00:00:00Z,2011 -- 10,2011,0,0,1,misrata,32.374298,15.09492,,
lack of medical care,2015-04-13T02:00:00Z,2015 -- 4,2015,9,400,400,Off Libya (24 hours after departure),35,15.1,,
asphyxiated,2008-11-08T00:00:00Z,2008 -- 11,2008,0,0,13,portopalo,36.68169,15.133875,,
died of a shock,2007-01-08T00:00:00Z,2007 -- 1,2007,0,0,4,portopalo,36.68169,15.133875,,
suicide - other,2007-11-05T00:00:00Z,2007 -- 11,2007,0,0,1,vendicari,36.868991,15.135476,,
drowned,2007-10-28T00:00:00Z,2007 -- 10,2007,0,0,17,vendicari,36.868991,15.135476,,
unknown,2010-02-03T00:00:00Z,2010 -- 2,2010,0,0,1,"Mostviertel, austria",48.132108,15.137272,,
murdered,2015-03-04T00:00:00Z,2015 -- 3,2015,10,40,50,off Sicily,36.1,15.2,,
fall,2002-05-19T00:00:00Z,2002 -- 5,2002,0,0,8,Croatia,45.1,15.2,,
suicide - hanged,2000-12-18T00:00:00Z,2000 -- 12,2000,0,0,1,croatia,45.1,15.2,,
asphyxiated,2007-08-31T00:00:00Z,2007 -- 8,2007,0,0,4,Syracuse,37.075474,15.286586,,
asphyxiated,2006-09-02T00:00:00Z,2006 -- 9,2006,0,0,1,Syracuse,37.075474,15.286586,,
unknown,2006-09-01T00:00:00Z,2006 -- 9,2006,0,0,8,Syracuse,37.075474,15.286586,,
drowned,2004-07-07T00:00:00Z,2004 -- 7,2004,0,0,1,siracusa,37.075474,15.286586,,
murdered,2015-04-12T00:00:00Z,2015 -- 4,2015,9,0,9,Off Libya,33.4,15.3,,
blown in minefield,2014-06-28T05:00:00Z,2014 -- 6,2014,45,0,45,Off the coast of Sicily,36.1,15.3,,
drowned,2015-09-03T00:00:00Z,2015 -- 9,2015,0,30,30,Misrata,32.6,15.4,,
drowned,2000-10-03T00:00:00Z,2000 -- 10,2000,0,0,1,Czech Republic,49.817492,15.472962,,
drowned,2015-04-14T00:00:00Z,2015 -- 4,2015,0,12,12,Between LY and Sicily,34.7,15.5,,
unknown,2010-09-20T00:00:00Z,2010 -- 9,2010,0,0,1,foggia,41.462198,15.54463,,
asphyxiated,2000-10-17T00:00:00Z,2000 -- 10,2000,0,0,5,foggia,41.462198,15.54463,,
hypothermia,2000-10-17T00:00:00Z,2000 -- 10,2000,0,0,1,foggia,41.462198,15.54463,,
unknown,2000-01-03T00:00:00Z,2000 -- 1,2000,0,0,1,foggia,41.462198,15.54463,,
drowned,2009-01-18T00:00:00Z,2009 -- 1,2009,0,0,1,"messina, italy",38.193814,15.554015,,
suicide - jumped in water,2014-09-12T00:00:00Z,2014 -- 9,2014,7,0,500,300mi SE of Malta,34.1,15.7,,
suicide - hanged,2014-07-01T05:00:00Z,2014 -- 7,2014,0,75,75,Off the Italian coast,35,15.7,,
drowned,2003-12-31T00:00:00Z,2003 -- 12,2003,0,0,1,congo,-0.228021,15.827659,,
drowned,2003-12-31T00:00:00Z,2003 -- 12,2003,0,0,2,congo,-0.228021,15.827659,,
drowned,2016-05-26T00:00:00Z,2016 -- 5,2016,0,9,9,Between North Africa and Messina,35.3626838,15.9465353,,
drowned,2014-09-12T00:00:00Z,2014 -- 9,2014,2,0,2,Off Malta,35,16,,
shot by the police,2016-01-28T00:00:00Z,2016 -- 1,2016,6,0,6,,37,16,,
drowned,2014-06-15T05:00:00Z,2014 -- 6,2014,1,0,1,Sicily,37.2,16,,
drowned,2006-09-11T00:00:00Z,2006 -- 9,2006,0,0,2,lamezia,38.933622,16.275751,,
blown in minefield,2005-10-31T00:00:00Z,2005 -- 10,2005,0,0,1,lamezia,38.933622,16.275751,,
drowned,2003-09-07T00:00:00Z,2003 -- 9,2003,0,0,1,"Traiskirchen, Austria",48.016043,16.293962,,
drowned,2005-12-31T00:00:00Z,2005 -- 12,2005,0,0,1,"Pian Del Lago, italy",39.203084,16.311798,,
drowned,2013-06-14T00:00:00Z,2013 -- 6,2013,0,0,2,calabria,39.308771,16.346379,,
lack of medical care,2012-04-25T00:00:00Z,2012 -- 4,2012,0,0,1,calabria,39.308771,16.346379,,
shot by the police,2011-09-22T00:00:00Z,2011 -- 9,2011,0,0,3,calabria,39.308771,16.346379,,
unknown,2011-09-02T00:00:00Z,2011 -- 9,2011,0,0,19,calabria,39.308771,16.346379,,
suicide - hanged,2011-10-22T00:00:00Z,2011 -- 10,2011,0,0,1,calabria,39.308771,16.346379,,
drowned,2011-10-17T00:00:00Z,2011 -- 10,2011,0,0,1,calabria,39.308771,16.346379,,
drowned,2010-08-24T00:00:00Z,2010 -- 8,2010,0,0,1,calabria,39.308771,16.346379,,
drowned,2010-08-03T00:00:00Z,2010 -- 8,2010,0,0,1,calabria,39.308771,16.346379,,
asphyxiated,2010-07-20T00:00:00Z,2010 -- 7,2010,0,0,1,calabria,39.308771,16.346379,,
suicide - put on fire,2010-01-06T00:00:00Z,2010 -- 1,2010,0,0,1,calabria,39.308771,16.346379,,
drowned,2010-01-06T00:00:00Z,2010 -- 1,2010,0,0,1,calabria,39.308771,16.346379,,
drowned,2007-10-27T00:00:00Z,2007 -- 10,2007,0,0,25,calabria,39.308771,16.346379,,
drowned,2009-09-13T00:00:00Z,2009 -- 9,2009,0,0,1,wien,48.208174,16.373819,,
shot by the police,2003-07-14T00:00:00Z,2003 -- 7,2003,0,0,1,vienna,48.208174,16.373819,,
unknown,2001-08-03T05:00:00Z,2001 -- 8,2001,0,0,1,vienna,48.208174,16.373819,,
drowned,2001-02-18T00:00:00Z,2001 -- 2,2001,0,0,1,wien,48.208174,16.373819,,
drowned,2000-04-04T00:00:00Z,2000 -- 4,2000,0,0,1,wien,48.208174,16.373819,,
unknown,2000-02-04T00:00:00Z,2000 -- 2,2000,0,0,1,wien,48.208174,16.373819,,
drowned,2015-08-15T00:00:00Z,2015 -- 8,2015,49,0,49,near Catania (Italy),37,16.4,,
suicide - hanged,2001-10-05T00:00:00Z,2001 -- 10,2001,0,0,12,trani,41.277486,16.417833,,
unknown,2003-10-25T00:00:00Z,2003 -- 10,2003,0,0,1,eisenstadt,47.84637,16.52796,,
murdered,2001-11-05T00:00:00Z,2001 -- 11,2001,0,0,1,morava,49.195098,16.60673,,
unknown,2000-03-21T00:00:00Z,2000 -- 3,2000,0,0,1,morava,49.195098,16.60673,,
unknown,2000-10-29T00:00:00Z,2000 -- 10,2000,0,0,1,"Szombathely, Hungary",47.230685,16.621844,,
attacked by animals,2016-03-28T00:00:00Z,2016 -- 3,2016,0,84,84,off the coast of Libya,39.027,16.699,,
murdered,2015-08-27T00:00:00Z,2015 -- 8,2015,71,0,71,Parndorf,48,16.8,,
suicide - other,2011-04-18T00:00:00Z,2011 -- 4,2011,0,0,1,bari,41.117143,16.871871,,
drowned,2010-11-15T00:00:00Z,2010 -- 11,2010,0,0,1,bari,41.117143,16.871871,,
drowned,2006-07-02T00:00:00Z,2006 -- 7,2006,0,0,3,bari,41.117143,16.871871,,
drowned,2006-03-06T00:00:00Z,2006 -- 3,2006,0,0,3,bari,41.117143,16.871871,,
drowned,2002-01-07T00:00:00Z,2002 -- 1,2002,0,0,2,bari,41.117143,16.871871,,
unknown,2001-06-09T00:00:00Z,2001 -- 6,2001,0,0,12,bari,41.117143,16.871871,,
drowned,2000-08-08T00:00:00Z,2000 -- 8,2000,2,2,4,bari,41.117143,16.871871,,
hypothermia,2000-08-07T00:00:00Z,2000 -- 8,2000,0,0,2,bari,41.117143,16.871871,,
drowned,2000-08-07T00:00:00Z,2000 -- 8,2000,0,0,2,bari,41.117143,16.871871,,
unknown,2000-06-02T00:00:00Z,2000 -- 6,2000,0,0,1,bari,41.117143,16.871871,,
hypothermia,2000-03-05T00:00:00Z,2000 -- 3,2000,0,0,1,bari,41.117143,16.871871,,
unknown,2016-01-11T00:00:00Z,2016 -- 1,2016,1,5,6,Italian coasts,41.1,16.9,,
hypothermia,2000-05-16T00:00:00Z,2000 -- 5,2000,0,0,1,"Gols, Austria",47.899011,16.909332,,
drowned,2006-02-05T00:00:00Z,2006 -- 2,2006,0,0,15,,32,17,,
unknown,2015-08-26T00:00:00Z,2015 -- 8,2015,52,0,52,Off Libya,35,17,,
hypothermia,2001-11-05T00:00:00Z,2001 -- 11,2001,0,0,17,Kopčany,48.793521,17.089663,,
drowned,2011-03-21T00:00:00Z,2011 -- 3,2011,0,0,3,puglia,40.792839,17.101193,,
drowned,2002-08-05T00:00:00Z,2002 -- 8,2002,0,0,4,puglia,40.792839,17.101193,,
unknown,2002-08-05T00:00:00Z,2002 -- 8,2002,0,0,1,puglia,40.792839,17.101193,,
drowned,2001-11-05T00:00:00Z,2001 -- 11,2001,0,0,5,puglia,40.792839,17.101193,,
unknown,2016-02-14T00:00:00Z,2016 -- 2,2016,1,0,1,Ljusne,61.21,17.12,,
unknown,2013-08-09T00:00:00Z,2013 -- 8,2013,0,0,1,crotone,39.080793,17.12711,,
drowned,2001-10-14T00:00:00Z,2001 -- 10,2001,0,0,1,crotone,39.080793,17.12711,,
drowned,2009-05-26T00:00:00Z,2009 -- 5,2009,0,0,1,"gavle, sweden",60.67488,17.141273,,
drowned,2015-08-16T00:00:00Z,2015 -- 8,2015,1,0,1,Near the southern shores of Italy,37.7,17.2,,
unknown,2016-05-25T00:00:00Z,2016 -- 5,2016,1,0,1,Libya,26.33,17.22,,
blown in minefield,2013-05-30T00:00:00Z,2013 -- 5,2013,0,0,2,Libya,26.3351,17.228331,,
drowned,2012-08-18T00:00:00Z,2012 -- 8,2012,0,0,39,libya,26.3351,17.228331,,
fall,2012-05-25T00:00:00Z,2012 -- 5,2012,0,0,20,libya,26.3351,17.228331,,
drowned,2012-03-30T00:00:00Z,2012 -- 3,2012,0,0,10,libya,26.3351,17.228331,,
drowned,2012-01-14T00:00:00Z,2012 -- 1,2012,0,0,40,libya,26.3351,17.228331,,
drowned,2012-01-14T00:00:00Z,2012 -- 1,2012,0,0,1,libya,26.3351,17.228331,,
asphyxiated,2012-01-14T00:00:00Z,2012 -- 1,2012,0,0,15,libyan,26.3351,17.228331,,
unknown,2012-01-03T00:00:00Z,2012 -- 1,2012,0,0,1,libya,26.3351,17.228331,,
drowned,2011-05-28T00:00:00Z,2011 -- 5,2011,0,0,4,libya,26.3351,17.228331,,
blown in minefield,2011-03-26T00:00:00Z,2011 -- 3,2011,0,0,308,libya,26.3351,17.228331,,
drowned,2009-03-15T00:00:00Z,2009 -- 3,2009,0,0,11,libyan,26.3351,17.228331,,
unknown,2009-01-03T00:00:00Z,2009 -- 1,2009,0,0,300,libya,26.3351,17.228331,,
unknown,2008-07-30T00:00:00Z,2008 -- 7,2008,0,0,3,libya,26.3351,17.228331,,
suicide - other,2008-07-05T00:00:00Z,2008 -- 7,2008,0,0,15,libyan,26.3351,17.228331,,
shot by the police,2008-06-05T00:00:00Z,2008 -- 6,2008,13,0,13,libya,26.3351,17.228331,,
suicide - hanged,2008-05-05T00:00:00Z,2008 -- 5,2008,0,0,13,libyan,26.3351,17.228331,,
drowned,2008-10-22T00:00:00Z,2008 -- 10,2008,0,0,1,libya,26.3351,17.228331,,
drowned,2008-10-19T00:00:00Z,2008 -- 10,2008,0,0,1,libyan,26.3351,17.228331,,
asphyxiated,2008-01-07T00:00:00Z,2008 -- 1,2008,0,0,75,libya,26.3351,17.228331,,
drowned,2008-01-04T00:00:00Z,2008 -- 1,2008,0,0,45,Libya,26.3351,17.228331,,
lack of medical care,2007-07-27T00:00:00Z,2007 -- 7,2007,0,0,8,libya,26.3351,17.228331,,
drowned,2007-07-24T00:00:00Z,2007 -- 7,2007,0,0,3,libya,26.3351,17.228331,,
unknown,2007-07-21T00:00:00Z,2007 -- 7,2007,0,0,2,libyan,26.3351,17.228331,,
unknown,2007-07-16T00:00:00Z,2007 -- 7,2007,0,0,12,libya,26.3351,17.228331,,
suicide - hanged,2007-06-28T00:00:00Z,2007 -- 6,2007,0,0,8,libyan,26.3351,17.228331,,
drowned,2007-06-14T00:00:00Z,2007 -- 6,2007,0,0,1,libya,26.3351,17.228331,,
drowned,2007-01-06T00:00:00Z,2007 -- 1,2007,0,0,2,libya,26.3351,17.228331,,
suicide - hanged,2007-01-06T00:00:00Z,2007 -- 1,2007,0,0,12,libya,26.3351,17.228331,,
